customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
2077,Tobe,Lindroos,F,67,1992-02-26,Cost Accountant,Financial Services,Mass Customer,N,Yes,7.0,30.2
2078,Joice,Govett,F,15,1989-08-30,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3.0,32.6
2079,Eda,,F,49,1956-07-29,Account Executive,,High Net Worth,N,No,11.0,65.8
2080,Rosamond,Sainer,F,15,1959-08-07,Human Resources Assistant IV,,High Net Worth,N,No,17.0,62.7
2081,Gelya,Coaker,F,69,1972-06-21,Senior Editor,Financial Services,Mass Customer,N,No,13.0,49.8
2082,Sybyl,Beekman,F,38,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,19.0,42.4
2083,Karee,Ortler,F,5,1980-07-18,,,Mass Customer,N,No,4.0,41.8
2084,Britni,Menguy,F,6,1986-10-03,,IT,Mass Customer,N,Yes,17.0,35.6
2085,Carolynn,Samsin,F,83,1956-05-03,Pharmacist,Health,Mass Customer,N,No,11.0,66.0
2086,Gayle,Cockerell,M,68,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0,25.3
2087,Yehudi,Sandon,M,76,1969-06-08,Administrative Officer,IT,Mass Customer,N,Yes,15.0,52.9
2088,Ernie,Wankel,M,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,52.6
2089,Erie,Ballston,M,93,1958-01-07,Safety Technician I,Financial Services,High Net Worth,N,No,15.0,64.3
2090,Stanton,Schimoni,M,63,1964-12-05,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17.0,57.4
2091,Dominga,Crosfield,F,27,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9.0,41.8
2092,Stavros,Hazelby,M,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,No,18.0,44.3
2093,Salem,Doiley,M,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,22.6
2094,Merle,Pesticcio,M,15,1984-01-27,Biostatistician IV,,Mass Customer,N,No,16.0,38.2
2095,Anette,Guerreiro,F,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,32.4
2096,Torrie,Smartman,F,74,1969-05-21,Programmer III,Telecommunications,High Net Worth,N,Yes,12.0,52.9
2097,Web,Decaze,M,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21.0,34.0
2098,Ame,Tossell,F,82,1969-12-13,Dental Hygienist,Health,High Net Worth,N,No,16.0,52.4
2099,Mikel,McKechnie,M,40,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0,62.6
2100,Der,Blatcher,M,34,1978-05-30,Marketing Assistant,IT,Mass Customer,N,No,14.0,43.9
2101,Maryann,,F,71,1998-03-08,General Manager,,Mass Customer,N,Yes,2.0,24.1
2102,Carl,Penquet,M,80,1976-01-08,Senior Editor,,Affluent Customer,N,No,5.0,46.3
2103,Jayme,Hendin,M,94,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18.0,46.6
2104,Livy,Roote,F,31,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11.0,43.2
2105,Terrance,Goligher,M,29,1971-11-11,Food Chemist,Health,High Net Worth,N,Yes,6.0,50.5
2106,Antons,Ley,M,91,1970-03-19,Project Manager,Financial Services,High Net Worth,N,Yes,13.0,52.1
2107,Dre,Ferrillo,F,2,1992-07-10,Biostatistician IV,IT,Affluent Customer,N,Yes,4.0,29.8
2108,Michel,'O''Halligan',F,41,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,Yes,18.0,36.4
2109,Grazia,Vinson,F,14,1965-04-13,Account Representative II,Health,High Net Worth,N,Yes,18.0,57.0
2110,Gard,Marris,M,29,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14.0,48.7
2111,Ellis,Vokes,M,98,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,Yes,12.0,48.3
2112,Aubrie,Glaum,F,64,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6.0,28.9
2113,Nita,Bushell,F,91,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,N,,17.0,50.3
2114,Erick,Caveill,M,78,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,No,19.0,67.4
2115,Shannon,Pflieger,M,17,1975-08-31,Food Chemist,Health,Mass Customer,N,Yes,17.0,46.7
2116,Wyndham,Ecob,M,81,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,,9.0,43.3
2117,Llywellyn,Christall,M,76,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0,26.9
2118,Ulrick,Calyton,M,29,1978-07-22,Developer III,,High Net Worth,N,No,7.0,43.8
2119,Dorise,Bellon,F,51,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17.0,37.1
2120,Clare,Attoe,M,80,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,No,1.0,25.3
2121,Clarita,Jaqueminet,F,35,1989-02-15,Nurse,Financial Services,Mass Customer,N,Yes,22.0,33.2
2122,Osborne,Nawton,M,85,1973-01-27,Registered Nurse,Health,High Net Worth,N,Yes,11.0,49.2
2123,Shirley,Negal,F,36,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,29.1
2124,Damien,Bartczak,M,17,1978-01-30,,Retail,High Net Worth,N,No,18.0,44.2
2125,Laurene,Linstead,F,9,1975-01-27,VP Quality Control,Financial Services,High Net Worth,N,No,18.0,47.2
2126,Hugibert,Getcliff,M,65,1958-03-29,Product Engineer,Health,Mass Customer,N,Yes,17.0,64.1
2127,Wanids,Baudet,F,66,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,7.0,48.2
2128,Gregorius,Cockram,M,31,1976-09-25,Data Coordiator,Property,Affluent Customer,N,Yes,16.0,45.6
2129,Barron,Waszkiewicz,M,26,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,N,No,3.0,41.5
2130,Evangelina,Coxhell,F,95,1990-01-01,Structural Engineer,Property,High Net Worth,N,Yes,16.0,32.3
2131,Nettle,Painter,F,12,1971-03-21,Payment Adjustment Coordinator,,Mass Customer,N,Yes,7.0,51.1
2132,Davina,Dougary,F,16,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22.0,37.2
2133,Clarissa,Blaisdale,F,44,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,3.0,24.2
2134,Crosby,Ruoff,M,16,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,2.0,22.2
2135,Teador,Laurant,M,97,1980-09-18,Structural Engineer,,Mass Customer,N,,15.0,41.6
2136,Heather,Golsworthy,F,21,1965-07-12,Office Assistant I,Health,High Net Worth,N,Yes,5.0,56.8
2137,Renie,,F,46,1971-06-22,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5.0,50.8
2138,Jonell,Gon,F,23,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,15.0,43.4
2139,Carolina,Brands,F,87,1982-02-06,Accountant II,IT,Affluent Customer,N,Yes,7.0,40.2
2140,Hilario,Ramsdell,M,59,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,N,No,21.0,45.6
2141,Georgie,Bruggen,F,50,1964-08-21,Programmer I,Financial Services,High Net Worth,N,Yes,4.0,57.7
2142,Marti,McComish,F,61,1979-07-02,Biostatistician IV,,Affluent Customer,N,No,7.0,42.8
2143,Napoleon,Terron,M,53,1963-12-23,Business Systems Development Analyst,,High Net Worth,N,Yes,10.0,58.4
2144,Maureene,Kingstne,F,12,1978-04-11,Office Assistant IV,Property,Mass Customer,N,Yes,9.0,44.0
2145,Adrea,Quittonden,F,44,1959-11-11,Librarian,Entertainment,Affluent Customer,N,Yes,19.0,62.5
2146,Timmie,Lenden,M,75,1967-01-25,,,Mass Customer,N,No,13.0,55.3
2147,Franzen,Kielty,M,42,1998-11-04,Engineer IV,,High Net Worth,N,Yes,1.0,23.5
2148,Annis,Freeth,F,78,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,Yes,15.0,33.1
2149,Lana,Druce,F,26,1978-05-19,Professor,,High Net Worth,N,No,6.0,43.9
2150,Huntlee,Pashba,M,75,1959-09-05,,Retail,Affluent Customer,N,Yes,8.0,62.7
2151,Herrick,Gammett,M,9,1986-10-23,,Entertainment,Affluent Customer,N,No,6.0,35.5
2152,Junina,Labone,F,40,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19.0,53.5
2153,Jimmy,,M,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,35.5
2154,Bird,Bolf,F,86,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0,42.3
2155,Fayth,Millions,F,24,1964-01-09,Data Coordiator,,Mass Customer,N,No,14.0,58.3
2156,Darill,Mowday,M,96,1977-04-08,Desktop Support Technician,Retail,Mass Customer,N,,18.0,45.0
2157,Alidia,Petyankin,F,52,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,19.0,44.2
2158,Caesar,Begbie,M,11,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6.0,61.4
2159,Godfrey,Bottini,M,19,1963-10-05,,,High Net Worth,N,Yes,6.0,58.6
2160,Kettie,Cantopher,F,64,1971-06-26,Recruiter,Health,Mass Customer,N,Yes,15.0,50.8
2161,Tommie,Mardle,M,35,1998-01-14,,Financial Services,Mass Customer,N,No,4.0,24.3
2162,Andrew,Blunt,M,49,1974-05-09,Paralegal,Financial Services,High Net Worth,N,Yes,10.0,48.0
2163,Tim,Guilliatt,M,41,1996-12-25,VP Product Management,,Mass Customer,N,Yes,6.0,25.3
2164,Toinette,Clementson,F,12,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0,48.7
2165,Marlie,Teesdale,U,16,,Civil Engineer,Manufacturing,Affluent Customer,N,No,,
2166,Mareah,Woodnutt,F,78,1984-11-09,Nurse,Property,Mass Customer,N,No,16.0,37.5
2167,Laina,Semorad,F,31,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,1.0,24.8
2168,Levon,Woollard,M,83,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,17.0,47.4
2169,Jarrad,Atwell,M,80,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18.0,43.2
2170,Dewitt,Laight,M,27,1963-04-27,Geological Engineer,Manufacturing,Affluent Customer,N,No,6.0,59.0
2171,Laryssa,Maes,F,21,1970-02-10,Pharmacist,Health,High Net Worth,N,No,10.0,52.2
2172,Emmery,Angrock,M,6,1979-01-05,Information Systems Manager,Health,Affluent Customer,N,Yes,13.0,43.3
2173,Gracia,McAteer,F,27,1976-09-21,Help Desk Technician,IT,Mass Customer,N,Yes,22.0,45.6
2174,Rock,Vickerstaff,M,32,1962-09-21,Account Executive,Argiculture,High Net Worth,N,No,11.0,59.6
2175,Elvyn,Bullas,M,23,1985-11-01,Web Developer III,Health,Mass Customer,N,No,13.0,36.5
2176,Josie,Gallemore,F,79,1962-11-09,Accountant II,Property,High Net Worth,N,Yes,12.0,59.5
2177,Waverly,Creebo,M,35,1977-10-08,Social Worker,Health,Mass Customer,N,No,9.0,44.5
2178,Veriee,Colthard,F,20,1954-03-18,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12.0,68.1
2179,Benson,cornhill,M,15,1960-08-20,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17.0,61.7
2180,Urbanus,Trevaskus,M,98,1960-01-11,Chief Design Engineer,,High Net Worth,N,Yes,13.0,62.3
2181,Tobe,Roxby,M,99,1974-07-17,Account Executive,IT,Mass Customer,N,Yes,8.0,47.8
2182,Symon,Minchin,M,47,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16.0,55.0
2183,Jillie,Fyndon,F,61,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0,50.2
2184,Lamar,Gladman,M,49,1971-12-05,Statistician III,Health,Mass Customer,N,No,11.0,50.4
2185,Gayle,Gridley,F,40,1963-10-15,Human Resources Assistant II,Property,Mass Customer,N,No,19.0,58.5
2186,Carolina,Sexty,F,61,1963-03-18,Clinical Specialist,Health,High Net Worth,N,No,5.0,59.1
2187,Brunhilde,Kendall,F,52,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0,24.3
2188,Zonnya,Fayter,F,85,1972-04-03,Nurse Practicioner,,Mass Customer,N,No,17.0,50.1
2189,Thedric,,M,43,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,No,4.0,24.2
2190,Maressa,Kondrachenko,F,77,1979-04-17,,IT,Affluent Customer,N,No,13.0,43.0
2191,Alley,Fitchell,M,2,1976-05-11,Payment Adjustment Coordinator,,Mass Customer,N,Yes,4.0,46.0
2192,Hubie,Leipold,M,93,1966-08-27,Staff Accountant II,,Mass Customer,N,No,14.0,55.7
2193,Roldan,Carrington,M,66,1955-12-16,Developer III,,Mass Customer,N,Yes,6.0,66.4
2194,Johnette,'O''Fergus',F,79,1958-09-10,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0,63.6
2195,Nevsa,Taill,F,94,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13.0,35.0
2196,Skylar,Brise,M,66,1976-06-08,Media Manager I,Retail,High Net Worth,N,Yes,7.0,45.9
2197,Filip,Willows,M,32,1993-09-16,Programmer Analyst I,Financial Services,Mass Customer,N,No,7.0,28.6
2198,Marijn,Arnoll,M,1,1998-01-10,Editor,Property,Affluent Customer,N,Yes,1.0,24.3
2199,Leigha,Ranger,F,89,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,13.0,39.2
2200,Teodoor,Lovelace,M,23,1986-07-13,Community Outreach Specialist,,Affluent Customer,N,Yes,16.0,35.8
2201,Trisha,Basset,F,56,1998-12-12,Design Engineer,Financial Services,Affluent Customer,N,Yes,1.0,23.4
2202,Diannne,Neissen,F,46,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8.0,44.7
2203,Ganny,Alessandrelli,M,13,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,2.0,23.3
2204,Kacie,Barthram,F,16,1967-09-07,Librarian,Entertainment,High Net Worth,N,No,7.0,54.6
2205,Birk,Elphey,U,76,,Accounting Assistant III,IT,Mass Customer,N,No,,
2206,Osmond,McCamish,M,60,1957-05-25,Structural Engineer,Financial Services,Affluent Customer,N,No,14.0,64.9
2207,Junia,Gall,F,93,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,,16.0,43.2
2208,Lavena,Embling,F,59,1954-05-07,,,Mass Customer,N,No,9.0,68.0
2209,Rriocard,Gavan,M,4,1993-08-04,Registered Nurse,Health,Affluent Customer,N,Yes,3.0,28.7
2210,Kirby,Cameron,M,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5.0,36.4
2211,Carmelita,Matuskiewicz,F,3,1975-08-27,,Manufacturing,Mass Customer,N,Yes,18.0,46.7
2212,Adrianne,Raoux,F,22,1974-05-13,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20.0,48.0
2213,Jesse,Leyshon,F,70,1996-05-07,Legal Assistant,,Affluent Customer,N,Yes,6.0,26.0
2214,Farlay,Plevey,M,52,1957-03-26,,Manufacturing,High Net Worth,N,Yes,8.0,65.1
2215,Viola,Wadhams,F,50,1971-02-20,Structural Engineer,Financial Services,Mass Customer,N,Yes,18.0,51.2
2216,Clarinda,Woffinden,F,29,1962-01-02,Systems Administrator II,Property,High Net Worth,N,Yes,10.0,60.3
2217,Kristofor,Juris,M,98,1981-10-17,Paralegal,Financial Services,Mass Customer,N,No,16.0,40.5
2218,Madelena,Blincoe,F,94,1992-05-27,Senior Sales Associate,Health,Affluent Customer,N,No,4.0,29.9
2219,Ansel,Napier,M,73,1982-03-01,Senior Quality Engineer,,High Net Worth,N,Yes,3.0,40.2
2220,Curr,Jancey,M,35,1959-05-13,Legal Assistant,Financial Services,Mass Customer,N,Yes,13.0,63.0
2221,Tye,Scottini,M,80,1995-11-07,General Manager,Argiculture,Affluent Customer,N,No,7.0,26.5
2222,Caroline,Grabban,F,20,1974-08-26,Professor,Financial Services,Mass Customer,N,No,14.0,47.7
2223,Sarita,Georgiev,F,38,1981-01-29,Professor,Health,Mass Customer,N,No,12.0,41.2
2224,Sydel,Seccombe,F,3,1998-08-18,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4.0,23.7
2225,Christina,Easum,F,45,1988-04-02,Occupational Therapist,Health,Affluent Customer,N,No,19.0,34.1
2226,Hedvig,Flatt,F,10,1955-07-22,Biostatistician II,Entertainment,Mass Customer,N,No,11.0,66.8
2227,Duff,Kemble,M,45,1976-07-16,Systems Administrator I,Property,Affluent Customer,N,,9.0,45.8
2228,Rosita,Soppeth,F,12,1956-03-09,Geological Engineer,Manufacturing,High Net Worth,N,No,9.0,66.1
2229,Linette,Gotmann,F,76,1959-04-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7.0,63.1
2230,Gertruda,Shrimpling,F,53,1977-12-22,,,Mass Customer,N,No,19.0,44.3
2231,Rasla,Landreth,F,68,1959-09-25,Accounting Assistant II,,Mass Customer,N,,13.0,62.6
2232,Nev,Malone,M,69,1990-05-07,Help Desk Technician,,Mass Customer,N,Yes,11.0,32.0
2233,Cassi,Killingworth,F,49,1973-09-04,Sales Associate,,Mass Customer,N,Yes,8.0,48.6
2234,Dylan,Hanvey,M,48,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0,35.6
2235,Maxine,Cauldwell,F,75,1979-10-02,Social Worker,Health,Affluent Customer,N,No,16.0,42.6
2236,Arin,Crickmoor,M,0,1968-04-16,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13.0,54.0
2237,Julia,Walden,F,83,1969-06-26,,,Mass Customer,N,Yes,9.0,52.8
2238,Nata,Plinck,F,96,1978-09-14,Director of Sales,Retail,Mass Customer,N,Yes,14.0,43.6
2239,Jocelyne,Pasquale,F,0,1960-01-11,Associate Professor,Property,High Net Worth,N,Yes,8.0,62.3
2240,Niall,Hallifax,M,4,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16.0,52.8
2241,Augy,Jerrems,M,45,1975-02-23,Paralegal,Financial Services,High Net Worth,N,No,10.0,47.2
2242,Elsy,Springell,F,25,1977-09-24,VP Sales,,Mass Customer,N,Yes,21.0,44.6
2243,Lena,Cronshaw,F,76,1976-08-28,Business Systems Development Analyst,,Affluent Customer,N,Yes,7.0,45.7
2244,Sidney,Cargon,M,97,1972-05-10,Software Test Engineer III,Manufacturing,Mass Customer,N,,5.0,50.0
2245,Elsinore,Banbrook,F,11,1980-04-21,Marketing Manager,Argiculture,Mass Customer,N,No,3.0,42.0
2246,Giraldo,Lacer,M,16,1979-01-24,Database Administrator III,,Mass Customer,N,Yes,13.0,43.3
2247,Gweneth,Wilkins,F,17,1995-01-20,Teacher,Retail,High Net Worth,N,Yes,1.0,27.3
2248,Helsa,Grandisson,F,33,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0,25.9
2249,Kiele,Caghan,F,7,1996-11-11,,Financial Services,Mass Customer,N,No,5.0,25.4
2250,De witt,Gleave,M,72,1992-06-26,,Telecommunications,High Net Worth,N,No,7.0,29.8
2251,Leslie,Shotboult,M,68,1959-08-19,,Property,High Net Worth,N,No,19.0,62.7
2252,Darcey,Annis,U,31,,Teacher,IT,High Net Worth,N,Yes,,
2253,Gracie,Kubacki,F,28,1959-02-08,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13.0,63.2
2254,Ann,Beek,F,36,1955-10-21,Programmer Analyst II,Health,Affluent Customer,N,No,18.0,66.5
2255,Iorgo,Krol,M,92,1992-07-11,Dental Hygienist,Health,Affluent Customer,N,Yes,5.0,29.8
2256,Mara,Rosterne,F,28,1978-02-26,Marketing Manager,Retail,Mass Customer,N,No,15.0,44.2
2257,Siward,Corradino,M,27,1977-10-13,Librarian,Entertainment,Mass Customer,N,No,15.0,44.5
2258,Cathy,Powter,F,63,1974-03-21,Account Executive,Retail,High Net Worth,N,No,7.0,48.1
2259,Leanora,Calbert,F,83,1999-07-02,Environmental Specialist,,Affluent Customer,N,No,2.0,22.8
2260,Jarad,Barthropp,M,38,1967-02-09,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11.0,55.2
2261,Gerome,Monshall,M,81,1980-09-21,Account Representative II,Health,Mass Customer,N,Yes,13.0,41.6
2262,Nyssa,Banister,F,90,1984-04-21,Pharmacist,Health,Mass Customer,N,Yes,2.0,38.0
2263,Lois,Sorel,F,79,1987-02-06,Professor,Argiculture,Mass Customer,N,Yes,21.0,35.2
2264,Tony,Shirley,F,18,1972-07-17,Occupational Therapist,Health,Affluent Customer,N,No,9.0,49.8
2265,Brendan,Vicent,M,55,1980-07-29,,Property,Mass Customer,N,Yes,5.0,41.7
2266,Jeth,Tomes,M,74,1998-10-11,,Retail,High Net Worth,N,No,1.0,23.5
2267,Andrei,Mulchrone,F,78,1964-04-28,Business Systems Development Analyst,,Affluent Customer,N,No,14.0,58.0
2268,Wilhelmina,Gothup,F,66,1965-10-07,Pharmacist,Health,Mass Customer,N,No,19.0,56.6
2269,Beitris,Lamy,F,33,1989-11-11,Product Engineer,,Mass Customer,N,No,9.0,32.4
2270,Augustus,Edleston,M,50,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,No,9.0,55.6
2271,King,Hoston,M,96,1974-03-26,,Telecommunications,Mass Customer,N,Yes,18.0,48.1
2272,Grete,Hindenburg,F,82,1994-12-21,Internal Auditor,Manufacturing,Mass Customer,N,No,1.0,27.3
2273,Rhetta,Lambrook,F,71,1964-08-04,Assistant Professor,,Mass Customer,N,Yes,9.0,57.7
2274,Nada,Reinert,F,15,1979-11-26,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13.0,42.4
2275,Ursulina,Carter,F,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,29.8
2276,Stormy,Caveney,F,90,1985-10-06,Desktop Support Technician,,Mass Customer,N,Yes,12.0,36.5
2277,Gillie,Ruben,F,44,1963-08-22,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,58.7
2278,Gerri,Heliet,M,11,1977-09-25,Product Engineer,Health,Affluent Customer,N,Yes,8.0,44.6
2279,Garrett,Szymon,M,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,43.1
2280,Wrennie,Alexandersson,F,93,1960-11-18,Budget/Accounting Analyst I,,Mass Customer,N,No,9.0,61.4
2281,Valaria,Abrehart,F,56,1989-05-10,,,High Net Worth,N,Yes,14.0,33.0
2282,Dominic,Gregoletti,M,81,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0,65.2
2283,Gaspar,Janaway,M,44,1954-02-08,Software Consultant,,High Net Worth,N,No,16.0,68.2
2284,Ola,Lenoir,F,83,1974-02-16,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14.0,48.2
2285,Maritsa,Bellison,F,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,48.5
2286,Katuscha,Sapsed,F,20,1995-06-02,Staff Scientist,Manufacturing,High Net Worth,N,No,5.0,26.9
2287,Gisela,Partener,F,53,1974-04-22,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,20.0,48.0
2288,Cirillo,Hook,M,63,1964-05-04,Staff Scientist,Manufacturing,High Net Worth,N,No,8.0,58.0
2289,Kissie,Steanson,F,97,1980-09-25,Research Nurse,Health,Affluent Customer,N,Yes,13.0,41.6
2290,Myca,Standley,M,18,1981-03-10,Account Executive,Manufacturing,Mass Customer,N,Yes,5.0,41.1
2291,Guido,Meynell,M,67,1971-04-13,Accountant IV,Manufacturing,Affluent Customer,N,Yes,4.0,51.0
2292,Christie,MacClure,F,17,1998-06-02,Research Nurse,Health,Mass Customer,N,Yes,2.0,23.9
2293,Engracia,Newcom,F,70,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0,64.2
2294,Skipton,Cordie,M,25,1987-06-16,Associate Professor,Manufacturing,Mass Customer,N,No,21.0,34.9
2295,Farris,Hazelby,U,35,,Internal Auditor,IT,Mass Customer,N,Yes,,
2296,Nathalia,Sanger,F,16,2002-01-01,Geologist IV,Retail,Affluent Customer,N,No,1.0,20.3
2297,Pauletta,Taffee,F,16,1971-11-27,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19.0,50.4
2298,Brigham,Vyse,M,64,1997-10-28,Environmental Tech,Property,Mass Customer,N,Yes,5.0,24.5
2299,Mahmoud,Dagworthy,M,11,1986-10-21,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7.0,35.5
2300,Cary,Cockerham,M,20,1998-09-26,,Financial Services,Mass Customer,N,Yes,3.0,23.6
2301,Ken,Vashchenko,M,66,1966-10-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19.0,55.5
2302,Loraine,Beamish,F,43,1999-01-09,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4.0,23.3
2303,Alair,Combe,M,22,1993-04-13,Database Administrator IV,Retail,Mass Customer,N,Yes,4.0,29.0
2304,Shelia,Bellew,F,65,1957-06-01,,,Mass Customer,N,Yes,11.0,64.9
2305,Aeriell,Greeding,F,91,1984-07-09,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13.0,37.8
2306,Hilary,Tregunna,F,98,1960-04-19,Paralegal,Financial Services,High Net Worth,N,Yes,9.0,62.0
2307,Corina,Shadwick,F,57,1978-06-28,Desktop Support Technician,Retail,High Net Worth,N,Yes,13.0,43.8
2308,Nancey,Hastie,F,52,1963-03-19,Paralegal,Financial Services,Mass Customer,N,Yes,17.0,59.1
2309,Herc,McIlhone,M,40,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14.0,37.3
2310,Jed,Humpherston,M,12,1970-02-10,Executive Secretary,,High Net Worth,N,Yes,11.0,52.2
2311,Addi,,F,49,1989-02-15,Design Engineer,Health,Mass Customer,N,No,16.0,33.2
2312,Ronnica,Grebner,F,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0,42.7
2313,Christa,Pauley,F,54,1966-07-10,Chemical Engineer,Manufacturing,Mass Customer,N,No,12.0,55.8
2314,Ravid,Lapenna,M,59,1993-12-22,Registered Nurse,Health,High Net Worth,N,Yes,7.0,28.3
2315,Pernell,MacCheyne,M,25,1994-03-01,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8.0,28.1
2316,Vernen,Bourgaize,M,79,1978-03-21,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11.0,44.1
2317,Alwin,Cuberley,M,97,1976-12-07,Tax Accountant,Health,Mass Customer,N,Yes,16.0,45.4
2318,Willa,Malyan,F,30,1988-03-01,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6.0,34.1
2319,David,Darrigrand,M,63,1985-05-03,Librarian,Entertainment,High Net Worth,N,No,18.0,37.0
2320,Kaylyn,Throssell,F,14,1965-12-21,Senior Developer,Manufacturing,Affluent Customer,N,No,16.0,56.4
2321,Libbi,Freeberne,F,27,1980-03-25,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20.0,42.1
2322,Hazlett,Rosenschein,M,72,1992-05-24,Biostatistician III,Health,Mass Customer,N,Yes,2.0,29.9
2323,Adair,Piser,M,2,1988-04-30,Desktop Support Technician,Property,High Net Worth,N,No,13.0,34.0
2324,Jerrold,Robben,M,44,1966-08-05,Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,55.7
